,Epoch,Loss
0,1.0,4.252828067296172
1,2.0,4.242357786387613
2,3.0,4.232183262093426
3,4.0,4.2260357353785265
4,5.0,4.2174542113526226
5,6.0,4.214260803510065
6,7.0,4.222226361705832
7,8.0,4.214911467408481
8,9.0,4.214771443850373
9,10.0,4.213621871112144
10,11.0,4.207536648397577
11,12.0,4.211370077851701
12,13.0,4.2078865521574675
13,14.0,4.206437692250291
14,15.0,4.210699879959838
15,16.0,4.21499288572024
16,17.0,4.2099639618233455
17,18.0,4.2043672522453415
18,19.0,4.214065249652078
19,20.0,4.2155507198751785
20,21.0,4.208520187090521
21,22.0,4.207992024617653
22,23.0,4.212781127185037
23,24.0,4.208769047096984
24,25.0,4.20257267396744
25,26.0,4.2092515834390305
26,27.0,4.2187988529466605
27,28.0,4.202435857629123
28,29.0,4.208028001328037
29,30.0,4.206998367832131
30,31.0,4.205735846741558
31,32.0,4.2070644489706375
32,33.0,4.201521723237756
33,34.0,4.205580765253877
34,35.0,4.205519055666989
35,36.0,4.205906975759219
36,37.0,4.205686752110312
37,38.0,4.204538211430589
38,39.0,4.204898398216456
39,40.0,4.20464515196134
40,41.0,4.210254455265933
41,42.0,4.200947031582872
42,43.0,4.204616987541931
43,44.0,4.1996534115647615
44,45.0,4.22185336890286
45,46.0,4.200342153849667
46,47.0,4.216322453054663
47,48.0,4.1989683696668445
48,49.0,4.203372024510005
49,50.0,4.1997819093808735
50,51.0,4.214575344569062
51,52.0,4.202318204592352
52,53.0,4.197788663106422
53,54.0,4.1991752565723575
54,55.0,4.198029630804715
55,56.0,4.197358549457707
56,57.0,4.20853649426813
57,58.0,4.198538662636117
58,59.0,4.201905830265725
59,60.0,4.20245225462195
60,61.0,4.198188437174444
61,62.0,4.197986558692096
62,63.0,4.19690214771114
63,64.0,4.196225448830487
64,65.0,4.196614069481418
65,66.0,4.196459435436823
66,67.0,4.197255931488455
67,68.0,4.1961634142758095
68,69.0,4.200875791784835
69,70.0,4.201231887895767
70,71.0,4.195680445187713
71,72.0,4.205767907508432
72,73.0,4.200903828829935
73,74.0,4.196245975690346
74,75.0,4.194647521188815
75,76.0,4.200288103051381
76,77.0,4.199455535575135
77,78.0,4.194746701684717
78,79.0,4.200397742937689
79,80.0,4.195453116338547
80,81.0,4.199804224380075
81,82.0,4.198693131747311
82,83.0,4.19851912864267
83,84.0,4.197981146916951
84,85.0,4.199797065290686
85,86.0,4.193610475487905
86,87.0,4.20489646473976
87,88.0,4.208469524775466
88,89.0,4.198103416455935
89,90.0,4.198042497242967
90,91.0,4.198140057798934
91,92.0,4.192891968439703
92,93.0,4.209879324860768
93,94.0,4.192086249181669
94,95.0,4.1919339470667385
95,96.0,4.196457002260914
96,97.0,4.191637878548609
97,98.0,4.191563477254894
98,99.0,4.197735231216639
99,100.0,4.191287625325869
